,start_station_name,end_station_name,count
2961,JC Medical Center,14 St Ferry - 14 St & Shipyard Ln,3
2962,JC Medical Center,4 St & Grand St,1
2963,JC Medical Center,6 St & Grand St,1
2964,JC Medical Center,8 St & Washington St,1
2965,JC Medical Center,Adams St & 11 St,2
2966,JC Medical Center,Adams St & 2 St,2
2967,JC Medical Center,Astor Place,5
2968,JC Medical Center,Baldwin at Montgomery,8
2969,JC Medical Center,Bergen Ave,7
2970,JC Medical Center,Bergen Ave & Sip Ave,3
2971,JC Medical Center,Bergen Ave & Stegman St,2
2972,JC Medical Center,Bloomfield St & 15 St,2
2973,JC Medical Center,Brunswick & 6th,1
2974,JC Medical Center,Brunswick St,16
2975,JC Medical Center,Christ Hospital,1
2976,JC Medical Center,City Hall,77
2977,JC Medical Center,City Hall - Washington St & 1 St,4
2978,JC Medical Center,Clinton St & 7 St,2
2979,JC Medical Center,Clinton St & Newark St,1
2980,JC Medical Center,Columbus Dr at Exchange Pl,30
2981,JC Medical Center,Columbus Drive,21
2982,JC Medical Center,Communipaw & Berry Lane,11
2983,JC Medical Center,Dixon Mills,13
2984,JC Medical Center,Essex Light Rail,8
2985,JC Medical Center,Fairmount Ave,3
2986,JC Medical Center,Grand St,36
2987,JC Medical Center,Grand St & 14 St,1
2988,JC Medical Center,Grant Ave & MLK Dr,4
2989,JC Medical Center,Grove St PATH,219
2990,JC Medical Center,Hamilton Park,18
2991,JC Medical Center,Harborside,20
2992,JC Medical Center,Hilltop,8
2993,JC Medical Center,Hoboken Ave at Monmouth St,7
2994,JC Medical Center,Hoboken Terminal - Hudson St & Hudson Pl,5
2995,JC Medical Center,Hoboken Terminal - River St & Hudson Pl,4
2997,JC Medical Center,Jackson Square,2
2998,JC Medical Center,Jersey & 3rd,27
2999,JC Medical Center,Jersey & 6th St,11
3000,JC Medical Center,Journal Square,2
3001,JC Medical Center,Lafayette Park,14
3002,JC Medical Center,Leonard Gordon Park,3
3003,JC Medical Center,Liberty Light Rail,19
3004,JC Medical Center,Lincoln Park,5
3005,JC Medical Center,Madison St & 10 St,5
3006,JC Medical Center,Manila & 1st,14
3007,JC Medical Center,Marin Light Rail,25
3008,JC Medical Center,Marshall St & 2 St,5
3009,JC Medical Center,McGinley Square,13
3010,JC Medical Center,Monmouth and 6th,10
3011,JC Medical Center,Montgomery St,11
3012,JC Medical Center,Morris Canal,6
3013,JC Medical Center,Newark Ave,17
3014,JC Medical Center,Newport PATH,22
3015,JC Medical Center,Newport Pkwy,17
3016,JC Medical Center,Oakland Ave,1
3017,JC Medical Center,Paulus Hook,40
3018,JC Medical Center,Pershing Field,10
3019,JC Medical Center,Riverview Park,1
3020,JC Medical Center,South Waterfront Walkway - Sinatra Dr & 1 St,6
3021,JC Medical Center,Southwest Park - Jackson St & Observer Hwy,4
3022,JC Medical Center,Union St,5
3023,JC Medical Center,Van Vorst Park,31
3024,JC Medical Center,Warren St,14
3025,JC Medical Center,Washington St,21
3026,JC Medical Center,Willow Ave & 12 St,1
3027,JC Medical Center,York St & Marin Blvd,11
3028,Jackson Square,Astor Place,3
3029,Jackson Square,Bergen Ave,5
3030,Jackson Square,Bergen Ave & Sip Ave,9
3031,Jackson Square,Bergen Ave & Stegman St,11
3032,Jackson Square,Brunswick & 6th,4
3033,Jackson Square,Christ Hospital,1
3034,Jackson Square,City Hall,11
3035,Jackson Square,Columbus Dr at Exchange Pl,19
3036,Jackson Square,Columbus Drive,2
3037,Jackson Square,Communipaw & Berry Lane,4
3038,Jackson Square,Dixon Mills,3
3039,Jackson Square,Fairmount Ave,3
3040,Jackson Square,Glenwood Ave,9
3041,Jackson Square,Grant Ave & MLK Dr,14
3042,Jackson Square,Grove St PATH,17
3043,Jackson Square,Harborside,2
3044,Jackson Square,JC Medical Center,2
3046,Jackson Square,Jersey & 6th St,1
3047,Jackson Square,Journal Square,2
3048,Jackson Square,Lafayette Park,5
3049,Jackson Square,Leonard Gordon Park,2
3050,Jackson Square,Liberty Light Rail,1
3051,Jackson Square,Lincoln Park,1
3052,Jackson Square,Manila & 1st,1
3053,Jackson Square,Marshall St & 2 St,6
3054,Jackson Square,McGinley Square,5
3055,Jackson Square,Monmouth and 6th,5
3056,Jackson Square,Newport PATH,2
3057,Jackson Square,Paulus Hook,1
3058,Jackson Square,Pershing Field,1
3059,Jackson Square,Stevens - River Ter & 6 St,1
3060,Jackson Square,Union St,5
3061,Jackson Square,Warren St,2
3062,Jackson Square,Washington St,2
3063,Jersey & 3rd,11 St & Washington St,2
3064,Jersey & 3rd,14 St Ferry - 14 St & Shipyard Ln,1
3065,Jersey & 3rd,4 St & Grand St,2
3066,Jersey & 3rd,5 Corners Library,7
3067,Jersey & 3rd,6 St & Grand St,1
3068,Jersey & 3rd,7 St & Monroe St,3
3069,Jersey & 3rd,Adams St & 11 St,2
3070,Jersey & 3rd,Adams St & 2 St,7
3071,Jersey & 3rd,Astor Place,1
3072,Jersey & 3rd,Baldwin at Montgomery,11
3073,Jersey & 3rd,Bergen Ave,24
3074,Jersey & 3rd,Bergen Ave & Sip Ave,3
3075,Jersey & 3rd,Bergen Ave & Stegman St,1
3076,Jersey & 3rd,Bloomfield St & 15 St,1
3077,Jersey & 3rd,Brunswick & 6th,44
3078,Jersey & 3rd,Brunswick St,31
3079,Jersey & 3rd,Christ Hospital,3
3080,Jersey & 3rd,Church Sq Park - 5 St & Park Ave,13
3081,Jersey & 3rd,City Hall,16
3082,Jersey & 3rd,City Hall - Washington St & 1 St,5
3083,Jersey & 3rd,Clinton St & 7 St,3
3084,Jersey & 3rd,Clinton St & Newark St,2
3085,Jersey & 3rd,Columbus Dr at Exchange Pl,9
3086,Jersey & 3rd,Columbus Drive,7
3087,Jersey & 3rd,Columbus Park - Clinton St & 9 St,8
3088,Jersey & 3rd,Communipaw & Berry Lane,1
3089,Jersey & 3rd,Dey St,2
3090,Jersey & 3rd,Dixon Mills,14
3091,Jersey & 3rd,Essex Light Rail,3
3092,Jersey & 3rd,Fairmount Ave,4
3093,Jersey & 3rd,Glenwood Ave,1
3094,Jersey & 3rd,Grand St,20
3095,Jersey & 3rd,Grand St & 14 St,1
3096,Jersey & 3rd,Grant Ave & MLK Dr,1
3097,Jersey & 3rd,Grove St PATH,106
3098,Jersey & 3rd,Hamilton Park,97
3099,Jersey & 3rd,Harborside,13
3100,Jersey & 3rd,Heights Elevator,2
3101,Jersey & 3rd,Hilltop,9
3102,Jersey & 3rd,Hoboken Ave at Monmouth St,23
3103,Jersey & 3rd,Hoboken Terminal - Hudson St & Hudson Pl,6
3104,Jersey & 3rd,Hoboken Terminal - River St & Hudson Pl,3
3105,Jersey & 3rd,Hudson St & 4 St,6
3106,Jersey & 3rd,JC Medical Center,34
3108,Jersey & 3rd,Jersey & 6th St,43
3109,Jersey & 3rd,Journal Square,1
3110,Jersey & 3rd,Lafayette Park,10
3111,Jersey & 3rd,Leonard Gordon Park,3
3112,Jersey & 3rd,Liberty Light Rail,8
3113,Jersey & 3rd,Lincoln Park,2
3114,Jersey & 3rd,Madison St & 1 St,6
3115,Jersey & 3rd,Madison St & 10 St,4
3116,Jersey & 3rd,Mama Johnson Field - 4 St & Jackson St,1
3117,Jersey & 3rd,Manila & 1st,31
3118,Jersey & 3rd,Marin Light Rail,16
3119,Jersey & 3rd,Marshall St & 2 St,3
3120,Jersey & 3rd,Monmouth and 6th,49
3121,Jersey & 3rd,Montgomery St,4
3122,Jersey & 3rd,Newark Ave,21
3123,Jersey & 3rd,Newport PATH,25
3124,Jersey & 3rd,Newport Pkwy,22
3125,Jersey & 3rd,Oakland Ave,8
3126,Jersey & 3rd,Pershing Field,3
3127,Jersey & 3rd,Riverview Park,9
3128,Jersey & 3rd,South Waterfront Walkway - Sinatra Dr & 1 St,6
3129,Jersey & 3rd,Southwest Park - Jackson St & Observer Hwy,4
3130,Jersey & 3rd,Stevens - River Ter & 6 St,3
3131,Jersey & 3rd,Van Vorst Park,41
3132,Jersey & 3rd,Warren St,25
3133,Jersey & 3rd,Washington St,10
3134,Jersey & 3rd,Willow Ave & 12 St,1
3135,Jersey & 6th St,11 St & Washington St,1
3136,Jersey & 6th St,12 St & Sinatra Dr N,2
3137,Jersey & 6th St,14 St Ferry - 14 St & Shipyard Ln,3
3138,Jersey & 6th St,4 St & Grand St,2
3139,Jersey & 6th St,5 Corners Library,3
3140,Jersey & 6th St,6 St & Grand St,1
3141,Jersey & 6th St,7 St & Monroe St,1
3142,Jersey & 6th St,8 St & Washington St,2
3143,Jersey & 6th St,Adams St & 11 St,3
3144,Jersey & 6th St,Adams St & 2 St,3
3145,Jersey & 6th St,Astor Place,2
3146,Jersey & 6th St,Baldwin at Montgomery,2
3147,Jersey & 6th St,Bergen Ave,5
3148,Jersey & 6th St,Bergen Ave & Sip Ave,2
3149,Jersey & 6th St,Brunswick & 6th,23
3150,Jersey & 6th St,Brunswick St,5
3151,Jersey & 6th St,Christ Hospital,5
3152,Jersey & 6th St,Church Sq Park - 5 St & Park Ave,9
3153,Jersey & 6th St,City Hall,9
3154,Jersey & 6th St,City Hall - Washington St & 1 St,2
3155,Jersey & 6th St,Clinton St & Newark St,1
3156,Jersey & 6th St,Columbus Dr at Exchange Pl,17
3157,Jersey & 6th St,Columbus Drive,28
3158,Jersey & 6th St,Columbus Park - Clinton St & 9 St,1
3159,Jersey & 6th St,Communipaw & Berry Lane,2
3160,Jersey & 6th St,Dey St,1
3161,Jersey & 6th St,Dixon Mills,5
3162,Jersey & 6th St,Essex Light Rail,5
3163,Jersey & 6th St,Fairmount Ave,2
3164,Jersey & 6th St,Glenwood Ave,3
3165,Jersey & 6th St,Grand St,14
3166,Jersey & 6th St,Grove St PATH,191
3167,Jersey & 6th St,Hamilton Park,27
3168,Jersey & 6th St,Harborside,23
3169,Jersey & 6th St,Heights Elevator,1
3170,Jersey & 6th St,Hilltop,10
3171,Jersey & 6th St,Hoboken Ave at Monmouth St,6
3172,Jersey & 6th St,Hoboken Terminal - Hudson St & Hudson Pl,22
3173,Jersey & 6th St,Hoboken Terminal - River St & Hudson Pl,11
3174,Jersey & 6th St,Hudson St & 4 St,9
3175,Jersey & 6th St,JC Medical Center,8
3176,Jersey & 6th St,Jersey & 3rd,19
3178,Jersey & 6th St,Journal Square,5
3179,Jersey & 6th St,Lafayette Park,3
3180,Jersey & 6th St,Liberty Light Rail,5
3181,Jersey & 6th St,Lincoln Park,2
3182,Jersey & 6th St,Madison St & 1 St,3
3183,Jersey & 6th St,Madison St & 10 St,10
3184,Jersey & 6th St,Mama Johnson Field - 4 St & Jackson St,5
3185,Jersey & 6th St,Manila & 1st,46
3186,Jersey & 6th St,Marin Light Rail,13
3187,Jersey & 6th St,Marshall St & 2 St,1
3188,Jersey & 6th St,McGinley Square,2
3189,Jersey & 6th St,Monmouth and 6th,12
3190,Jersey & 6th St,Montgomery St,3
3191,Jersey & 6th St,Morris Canal,5
3192,Jersey & 6th St,Newark Ave,37
3193,Jersey & 6th St,Newport PATH,8
3194,Jersey & 6th St,Newport Pkwy,13
3195,Jersey & 6th St,Oakland Ave,2
3196,Jersey & 6th St,Paulus Hook,3
3197,Jersey & 6th St,Pershing Field,4
3198,Jersey & 6th St,Riverview Park,2
3199,Jersey & 6th St,South Waterfront Walkway - Sinatra Dr & 1 St,18
3200,Jersey & 6th St,Southwest Park - Jackson St & Observer Hwy,10
3201,Jersey & 6th St,Stevens - River Ter & 6 St,2
3202,Jersey & 6th St,Union St,1
3203,Jersey & 6th St,Van Vorst Park,16
3204,Jersey & 6th St,Warren St,13
3205,Jersey & 6th St,Washington St,14
3206,Jersey & 6th St,York St & Marin Blvd,3
3207,Journal Square,5 Corners Library,19
3208,Journal Square,7 St & Monroe St,1
3209,Journal Square,8 St & Washington St,4
3210,Journal Square,Adams St & 2 St,1
3211,Journal Square,Astor Place,16
3212,Journal Square,Baldwin at Montgomery,37
3213,Journal Square,Bergen Ave,29
3214,Journal Square,Bergen Ave & Sip Ave,22
3215,Journal Square,Bergen Ave & Stegman St,9
3216,Journal Square,Brunswick & 6th,4
3217,Journal Square,Brunswick St,12
3218,Journal Square,Central Park North & Adam Clayton Powell Blvd,1
3219,Journal Square,Christ Hospital,23
3220,Journal Square,Church Sq Park - 5 St & Park Ave,2
3221,Journal Square,City Hall,2
3222,Journal Square,Clinton St & 7 St,4
3223,Journal Square,Clinton St & Newark St,4
3224,Journal Square,Columbus Dr at Exchange Pl,1
3225,Journal Square,Columbus Drive,2
3226,Journal Square,Communipaw & Berry Lane,1
3227,Journal Square,Dey St,101
3228,Journal Square,Dixon Mills,1
3229,Journal Square,Essex Light Rail,2
3230,Journal Square,Fairmount Ave,23
3231,Journal Square,Glenwood Ave,12
3232,Journal Square,Grand St,1
3233,Journal Square,Grant Ave & MLK Dr,1
3234,Journal Square,Greenwich St & W Houston St,1
3235,Journal Square,Grove St PATH,6
3236,Journal Square,Hamilton Park,6
3237,Journal Square,Harborside,2
3238,Journal Square,Heights Elevator,6
3239,Journal Square,Hilltop,21
3240,Journal Square,Hoboken Ave at Monmouth St,2
3241,Journal Square,Hoboken Terminal - Hudson St & Hudson Pl,3
3242,Journal Square,Hoboken Terminal - River St & Hudson Pl,3
3243,Journal Square,Hudson St & 4 St,3
3244,Journal Square,JC Medical Center,2
3245,Journal Square,Jackson Square,4
3246,Journal Square,Jersey & 3rd,2
3248,Journal Square,Lafayette Park,2
3249,Journal Square,Leonard Gordon Park,69
3250,Journal Square,Liberty Light Rail,4
3251,Journal Square,Lincoln Park,24
3252,Journal Square,Madison St & 1 St,1
3253,Journal Square,Mama Johnson Field - 4 St & Jackson St,1
3254,Journal Square,Manila & 1st,4
3255,Journal Square,Marin Light Rail,11
3256,Journal Square,Marshall St & 2 St,1
3257,Journal Square,McGinley Square,29
3258,Journal Square,Monmouth and 6th,1
3259,Journal Square,Morris Canal,3
3260,Journal Square,Newark Ave,13
3261,Journal Square,Newport PATH,7
3262,Journal Square,Newport Pkwy,5
3263,Journal Square,Oakland Ave,66
3264,Journal Square,Paulus Hook,2
3265,Journal Square,Pershing Field,89
3266,Journal Square,Riverview Park,9
3267,Journal Square,South Waterfront Walkway - Sinatra Dr & 1 St,2
3268,Journal Square,Stevens - River Ter & 6 St,1
3269,Journal Square,Union St,16
3270,Journal Square,Van Vorst Park,3
3271,Journal Square,Warren St,5
3272,Journal Square,Washington St,17
3273,Journal Square,West St & Chambers St,1
3274,Lafayette Park,11 St & Washington St,1
3275,Lafayette Park,12 St & Sinatra Dr N,1
3276,Lafayette Park,14 St Ferry - 14 St & Shipyard Ln,5
3277,Lafayette Park,5 Corners Library,2
3278,Lafayette Park,9 St HBLR - Jackson St & 8 St,1
3279,Lafayette Park,Astor Place,28
3280,Lafayette Park,Baldwin at Montgomery,4
3281,Lafayette Park,Bergen Ave,5
3282,Lafayette Park,Bergen Ave & Sip Ave,6
3283,Lafayette Park,Bergen Ave & Stegman St,2
3284,Lafayette Park,Brunswick & 6th,6
3285,Lafayette Park,Brunswick St,5
3286,Lafayette Park,Christ Hospital,1
3287,Lafayette Park,City Hall,115
3288,Lafayette Park,Clinton St & 7 St,8
3289,Lafayette Park,Clinton St & Newark St,4
3290,Lafayette Park,Columbus Dr at Exchange Pl,32
3291,Lafayette Park,Columbus Drive,6
3292,Lafayette Park,Columbus Park - Clinton St & 9 St,1
3293,Lafayette Park,Communipaw & Berry Lane,28
3294,Lafayette Park,Dey St,1
3295,Lafayette Park,Dixon Mills,5
3296,Lafayette Park,Glenwood Ave,2
3297,Lafayette Park,Grand St,21
3298,Lafayette Park,Grand St & 14 St,2
3299,Lafayette Park,Grant Ave & MLK Dr,1
3300,Lafayette Park,Grove St PATH,274
3301,Lafayette Park,Hamilton Park,14
3302,Lafayette Park,Harborside,5
3303,Lafayette Park,Heights Elevator,2
3304,Lafayette Park,Hilltop,3
3305,Lafayette Park,Hoboken Ave at Monmouth St,11
3306,Lafayette Park,Hoboken Terminal - Hudson St & Hudson Pl,1
3307,Lafayette Park,Hoboken Terminal - River St & Hudson Pl,3
3308,Lafayette Park,Hudson St & 4 St,4
3309,Lafayette Park,JC Medical Center,24
3310,Lafayette Park,Jackson Square,4
3311,Lafayette Park,Jersey & 3rd,3
3312,Lafayette Park,Jersey & 6th St,7
3314,Lafayette Park,Leonard Gordon Park,1
3315,Lafayette Park,Liberty Light Rail,43
3316,Lafayette Park,Madison St & 1 St,1
3317,Lafayette Park,Manila & 1st,10
3318,Lafayette Park,Marin Light Rail,15
3319,Lafayette Park,Marshall St & 2 St,2
3320,Lafayette Park,McGinley Square,8
3321,Lafayette Park,Monmouth and 6th,1
3322,Lafayette Park,Montgomery St,17
3323,Lafayette Park,Morris Canal,1
3324,Lafayette Park,Newark Ave,13
3325,Lafayette Park,Newport PATH,7
3326,Lafayette Park,Newport Pkwy,5
3327,Lafayette Park,Oakland Ave,2
3328,Lafayette Park,Paulus Hook,7
3329,Lafayette Park,Pershing Field,1
3330,Lafayette Park,Riverview Park,4
3331,Lafayette Park,South Waterfront Walkway - Sinatra Dr & 1 St,2
3332,Lafayette Park,Southwest Park - Jackson St & Observer Hwy,3
3333,Lafayette Park,Stevens - River Ter & 6 St,1
3334,Lafayette Park,Union St,4
3335,Lafayette Park,Van Vorst Park,22
3336,Lafayette Park,Warren St,5
3337,Lafayette Park,Washington St,10
3338,Leonard Gordon Park,14 St Ferry - 14 St & Shipyard Ln,1
3339,Leonard Gordon Park,4 St & Grand St,10
3340,Leonard Gordon Park,5 Corners Library,8
3341,Leonard Gordon Park,6 St & Grand St,5
3342,Leonard Gordon Park,8 St & Washington St,9
3343,Leonard Gordon Park,9 St HBLR - Jackson St & 8 St,1
3344,Leonard Gordon Park,Adams St & 11 St,1
3345,Leonard Gordon Park,Astor Place,2
3346,Leonard Gordon Park,Baldwin at Montgomery,1
3347,Leonard Gordon Park,Bergen Ave,2
3348,Leonard Gordon Park,Bergen Ave & Sip Ave,24
3349,Leonard Gordon Park,Bergen Ave & Stegman St,3
3350,Leonard Gordon Park,Brunswick St,1
3351,Leonard Gordon Park,Central Park North & Adam Clayton Powell Blvd,1
3352,Leonard Gordon Park,Christ Hospital,4
3353,Leonard Gordon Park,Church Sq Park - 5 St & Park Ave,4
3354,Leonard Gordon Park,City Hall,9
3355,Leonard Gordon Park,City Hall - Washington St & 1 St,17
3356,Leonard Gordon Park,Clinton St & 7 St,3
3357,Leonard Gordon Park,Clinton St & Newark St,1
3358,Leonard Gordon Park,Columbus Drive,1
3359,Leonard Gordon Park,Fairmount Ave,2
3360,Leonard Gordon Park,Glenwood Ave,4
3361,Leonard Gordon Park,Grand St,2
3362,Leonard Gordon Park,Grand St & 14 St,8
3363,Leonard Gordon Park,Grant Ave & MLK Dr,1
3364,Leonard Gordon Park,Grove St PATH,9
3365,Leonard Gordon Park,Harborside,1
3366,Leonard Gordon Park,Heights Elevator,14
3367,Leonard Gordon Park,Hilltop,8
3368,Leonard Gordon Park,Hoboken Ave at Monmouth St,1
3369,Leonard Gordon Park,Hoboken Terminal - Hudson St & Hudson Pl,8
3370,Leonard Gordon Park,Hoboken Terminal - River St & Hudson Pl,8
3371,Leonard Gordon Park,Hudson St & 4 St,5
3372,Leonard Gordon Park,JC Medical Center,2
3373,Leonard Gordon Park,Jackson Square,1
3374,Leonard Gordon Park,Jersey & 3rd,2
3375,Leonard Gordon Park,Journal Square,75
3376,Leonard Gordon Park,Lafayette Park,2
3378,Leonard Gordon Park,Lincoln Park,5
3379,Leonard Gordon Park,Madison St & 1 St,1
3380,Leonard Gordon Park,Manila & 1st,2
3381,Leonard Gordon Park,Marin Light Rail,1
3382,Leonard Gordon Park,Marshall St & 2 St,10
3383,Leonard Gordon Park,McGinley Square,12
3384,Leonard Gordon Park,Monmouth and 6th,1
3385,Leonard Gordon Park,Montgomery St,9
3386,Leonard Gordon Park,Newark Ave,8
3387,Leonard Gordon Park,Newport PATH,14
3388,Leonard Gordon Park,Newport Pkwy,12
3389,Leonard Gordon Park,Oakland Ave,17
3390,Leonard Gordon Park,Pershing Field,33
3391,Leonard Gordon Park,Riverview Park,8
3392,Leonard Gordon Park,South Waterfront Walkway - Sinatra Dr & 1 St,6
3393,Leonard Gordon Park,Southwest Park - Jackson St & Observer Hwy,1
3394,Leonard Gordon Park,Stevens - River Ter & 6 St,7
3395,Leonard Gordon Park,Union St,8
3396,Leonard Gordon Park,Van Vorst Park,10
3397,Leonard Gordon Park,Warren St,2
3398,Leonard Gordon Park,Washington St,5
3399,Liberty Light Rail,11 St & Washington St,1
3400,Liberty Light Rail,14 St Ferry - 14 St & Shipyard Ln,1
3401,Liberty Light Rail,5 Corners Library,3
3402,Liberty Light Rail,Baldwin at Montgomery,7
3403,Liberty Light Rail,Bergen Ave,5
3404,Liberty Light Rail,Bergen Ave & Sip Ave,1
3405,Liberty Light Rail,Bergen Ave & Stegman St,5
3406,Liberty Light Rail,Bloomfield St & 15 St,1
3407,Liberty Light Rail,Brunswick & 6th,2
3408,Liberty Light Rail,Brunswick St,3
3409,Liberty Light Rail,Christ Hospital,1
3410,Liberty Light Rail,Church Sq Park - 5 St & Park Ave,1
3411,Liberty Light Rail,City Hall,100
3412,Liberty Light Rail,City Hall - Washington St & 1 St,2
3413,Liberty Light Rail,Clinton St & Newark St,1
3414,Liberty Light Rail,Columbus Dr at Exchange Pl,40
3415,Liberty Light Rail,Columbus Drive,13
3416,Liberty Light Rail,Communipaw & Berry Lane,11
3417,Liberty Light Rail,Dey St,1
3418,Liberty Light Rail,Dixon Mills,3
3419,Liberty Light Rail,Essex Light Rail,5
3420,Liberty Light Rail,Fairmount Ave,1
3421,Liberty Light Rail,Grand St,19
3422,Liberty Light Rail,Grove St PATH,197
3423,Liberty Light Rail,Hamilton Park,16
3424,Liberty Light Rail,Harborside,18
3425,Liberty Light Rail,Heights Elevator,1
3426,Liberty Light Rail,Hilltop,6
3427,Liberty Light Rail,Hoboken Ave at Monmouth St,2
3428,Liberty Light Rail,Hoboken Terminal - Hudson St & Hudson Pl,1
3429,Liberty Light Rail,Hoboken Terminal - River St & Hudson Pl,1
3430,Liberty Light Rail,Hudson St & 4 St,1
3431,Liberty Light Rail,JC Medical Center,22
3432,Liberty Light Rail,Jackson Square,5
3433,Liberty Light Rail,Jersey & 3rd,5
3434,Liberty Light Rail,Jersey & 6th St,7
3435,Liberty Light Rail,Lafayette Park,21
3436,Liberty Light Rail,Leonard Gordon Park,1
3438,Liberty Light Rail,Lincoln Park,3
3439,Liberty Light Rail,Madison St & 1 St,2
3440,Liberty Light Rail,Manila & 1st,20
3441,Liberty Light Rail,Marin Light Rail,30
3442,Liberty Light Rail,Marshall St & 2 St,1
3443,Liberty Light Rail,McGinley Square,4
3444,Liberty Light Rail,Monmouth and 6th,3
3445,Liberty Light Rail,Montgomery St,2
3446,Liberty Light Rail,Morris Canal,5
3447,Liberty Light Rail,Newark Ave,25
3448,Liberty Light Rail,Newport PATH,5
3449,Liberty Light Rail,Newport Pkwy,8
3450,Liberty Light Rail,Oakland Ave,1
3451,Liberty Light Rail,Paulus Hook,33
3452,Liberty Light Rail,Pershing Field,1
3453,Liberty Light Rail,Riverview Park,1
3454,Liberty Light Rail,South Waterfront Walkway - Sinatra Dr & 1 St,1
3455,Liberty Light Rail,Stevens - River Ter & 6 St,1
3456,Liberty Light Rail,Union St,1
3457,Liberty Light Rail,Van Vorst Park,53
3458,Liberty Light Rail,Warren St,9
3459,Liberty Light Rail,Washington St,8
3460,Liberty Light Rail,Willow Ave & 12 St,1
3461,Liberty Light Rail,York St & Marin Blvd,3
3462,Lincoln Park,11 St & Washington St,1
3463,Lincoln Park,12 St & Sinatra Dr N,2
