,start_station_name,end_station_name,count
2479,Harborside,Hoboken Ave at Monmouth St,25
2480,Harborside,Hoboken Terminal - Hudson St & Hudson Pl,15
2481,Harborside,Hoboken Terminal - River St & Hudson Pl,35
2482,Harborside,Hudson St & 4 St,17
2483,Harborside,JC Medical Center,10
2484,Harborside,Jackson Square,3
2485,Harborside,Jersey & 3rd,22
2486,Harborside,Jersey & 6th St,22
2487,Harborside,Journal Square,1
2488,Harborside,Lafayette Park,8
2489,Harborside,Leonard Gordon Park,1
2490,Harborside,Liberty Light Rail,6
2491,Harborside,Lincoln Park,4
2492,Harborside,Madison St & 1 St,11
2493,Harborside,Madison St & 10 St,7
2494,Harborside,Mama Johnson Field - 4 St & Jackson St,4
2495,Harborside,Manila & 1st,26
2496,Harborside,Marin Light Rail,54
2497,Harborside,Marshall St & 2 St,8
2498,Harborside,McGinley Square,9
2499,Harborside,Monmouth and 6th,12
2500,Harborside,Montgomery St,9
2501,Harborside,Morris Canal,42
2502,Harborside,Newark Ave,28
2503,Harborside,Newport PATH,180
2504,Harborside,Newport Pkwy,95
2505,Harborside,Oakland Ave,1
2506,Harborside,Paulus Hook,77
2507,Harborside,Pershing Field,3
2508,Harborside,Riverview Park,1
2509,Harborside,South Waterfront Walkway - Sinatra Dr & 1 St,45
2510,Harborside,Southwest Park - Jackson St & Observer Hwy,23
2511,Harborside,Union St,5
2512,Harborside,Van Vorst Park,19
2513,Harborside,Vesey Pl & River Terrace,6
2514,Harborside,Warren St,29
2515,Harborside,Washington St,49
2516,Harborside,Water St & Gouverneur Ln,1
2517,Harborside,West St & Chambers St,1
2518,Harborside,William St & Pine St,1
2519,Harborside,Willow Ave & 12 St,4
2520,Harborside,York St & Marin Blvd,1
2521,Heights Elevator,11 St & Washington St,3
2522,Heights Elevator,12 St & Sinatra Dr N,8
2523,Heights Elevator,14 St Ferry - 14 St & Shipyard Ln,10
2524,Heights Elevator,5 Corners Library,1
2525,Heights Elevator,6 St & Grand St,1
2526,Heights Elevator,7 St & Monroe St,1
2527,Heights Elevator,8 St & Washington St,17
2528,Heights Elevator,9 St HBLR - Jackson St & 8 St,3
2529,Heights Elevator,Adams St & 2 St,1
2530,Heights Elevator,Baldwin at Montgomery,5
2531,Heights Elevator,Bergen Ave & Sip Ave,8
2532,Heights Elevator,Bloomfield St & 15 St,16
2533,Heights Elevator,Broadway & W 160 St,1
2534,Heights Elevator,Brunswick & 6th,4
2535,Heights Elevator,Brunswick St,5
2536,Heights Elevator,Central Park North & Adam Clayton Powell Blvd,1
2537,Heights Elevator,Christ Hospital,8
2538,Heights Elevator,Church Sq Park - 5 St & Park Ave,5
2539,Heights Elevator,City Hall,1
2540,Heights Elevator,City Hall - Washington St & 1 St,37
2541,Heights Elevator,Clinton St & 7 St,1
2542,Heights Elevator,Clinton St & Newark St,1
2543,Heights Elevator,Columbus Dr at Exchange Pl,4
2544,Heights Elevator,Columbus Drive,4
2545,Heights Elevator,Columbus Park - Clinton St & 9 St,6
2546,Heights Elevator,Dixon Mills,1
2547,Heights Elevator,Fairmount Ave,1
2548,Heights Elevator,Grand St & 14 St,8
2549,Heights Elevator,Grove St PATH,1
2550,Heights Elevator,Hamilton Park,10
2551,Heights Elevator,Harborside,3
2553,Heights Elevator,Hilltop,2
2554,Heights Elevator,Hoboken Ave at Monmouth St,9
2555,Heights Elevator,Hoboken Terminal - Hudson St & Hudson Pl,30
2556,Heights Elevator,Hoboken Terminal - River St & Hudson Pl,28
2557,Heights Elevator,Hudson St & 4 St,18
2558,Heights Elevator,JC Medical Center,2
2559,Heights Elevator,Jersey & 3rd,8
2560,Heights Elevator,Journal Square,5
2561,Heights Elevator,Lafayette Park,2
2562,Heights Elevator,Leonard Gordon Park,24
2563,Heights Elevator,Lincoln Park,2
2564,Heights Elevator,Madison St & 1 St,3
2565,Heights Elevator,Madison St & 10 St,1
2566,Heights Elevator,Mama Johnson Field - 4 St & Jackson St,1
2567,Heights Elevator,Manila & 1st,2
2568,Heights Elevator,Marshall St & 2 St,11
2569,Heights Elevator,McGinley Square,1
2570,Heights Elevator,Monmouth and 6th,3
2571,Heights Elevator,Morris Canal,1
2572,Heights Elevator,Newark Ave,8
2573,Heights Elevator,Newport PATH,10
2574,Heights Elevator,Newport Pkwy,16
2575,Heights Elevator,Oakland Ave,11
2576,Heights Elevator,Paulus Hook,3
2577,Heights Elevator,Pershing Field,14
2578,Heights Elevator,Riverview Park,26
2579,Heights Elevator,South Waterfront Walkway - Sinatra Dr & 1 St,14
2580,Heights Elevator,Southwest Park - Jackson St & Observer Hwy,4
2581,Heights Elevator,Stevens - River Ter & 6 St,2
2582,Heights Elevator,Union St,1
2583,Heights Elevator,Van Vorst Park,4
2584,Heights Elevator,Warren St,2
2585,Heights Elevator,Washington St,4
2586,Heights Elevator,Willow Ave & 12 St,21
2587,Hilltop,12 St & Sinatra Dr N,10
2588,Hilltop,14 St Ferry - 14 St & Shipyard Ln,4
2589,Hilltop,5 Corners Library,12
2590,Hilltop,7 St & Monroe St,2
2591,Hilltop,Adams St & 2 St,1
2592,Hilltop,Astor Place,10
2593,Hilltop,Baldwin at Montgomery,21
2594,Hilltop,Bergen Ave,10
2595,Hilltop,Bergen Ave & Sip Ave,30
2596,Hilltop,Bergen Ave & Stegman St,3
2597,Hilltop,Bloomfield St & 15 St,3
2598,Hilltop,Brunswick & 6th,26
2599,Hilltop,Brunswick St,16
2600,Hilltop,Christ Hospital,39
2601,Hilltop,Church Sq Park - 5 St & Park Ave,1
2602,Hilltop,City Hall,13
2603,Hilltop,City Hall - Washington St & 1 St,8
2604,Hilltop,Clinton St & 7 St,1
2605,Hilltop,Clinton St & Newark St,4
2606,Hilltop,Columbus Dr at Exchange Pl,7
2607,Hilltop,Columbus Drive,46
2608,Hilltop,Communipaw & Berry Lane,5
2609,Hilltop,Dey St,2
2610,Hilltop,Dixon Mills,5
2611,Hilltop,Essex Light Rail,5
2612,Hilltop,Fairmount Ave,2
2613,Hilltop,Glenwood Ave,2
2614,Hilltop,Grand St,16
2615,Hilltop,Grove St PATH,21
2616,Hilltop,Hamilton Park,20
2617,Hilltop,Harborside,4
2618,Hilltop,Heights Elevator,7
2620,Hilltop,Hoboken Ave at Monmouth St,18
2621,Hilltop,Hoboken Terminal - Hudson St & Hudson Pl,9
2622,Hilltop,Hoboken Terminal - River St & Hudson Pl,11
2623,Hilltop,Hudson St & 4 St,5
2624,Hilltop,JC Medical Center,10
2625,Hilltop,Jackson Square,2
2626,Hilltop,Jersey & 3rd,10
2627,Hilltop,Jersey & 6th St,6
2628,Hilltop,Journal Square,16
2629,Hilltop,Lafayette Park,5
2630,Hilltop,Leonard Gordon Park,18
2631,Hilltop,Liberty Light Rail,5
2632,Hilltop,Lincoln Park,12
2633,Hilltop,Madison St & 1 St,1
2634,Hilltop,Madison St & 10 St,1
2635,Hilltop,Manila & 1st,8
2636,Hilltop,Marin Light Rail,4
2637,Hilltop,Marshall St & 2 St,1
2638,Hilltop,McGinley Square,11
2639,Hilltop,Monmouth and 6th,5
2640,Hilltop,Montgomery St,9
2641,Hilltop,Morris Canal,1
2642,Hilltop,Newark Ave,54
2643,Hilltop,Newport PATH,8
2644,Hilltop,Newport Pkwy,5
2645,Hilltop,Oakland Ave,23
2646,Hilltop,Paulus Hook,1
2647,Hilltop,Pershing Field,44
2648,Hilltop,Riverview Park,19
2649,Hilltop,South Waterfront Walkway - Sinatra Dr & 1 St,7
2650,Hilltop,Southwest Park - Jackson St & Observer Hwy,8
2651,Hilltop,Stevens - River Ter & 6 St,10
2652,Hilltop,Union St,3
2653,Hilltop,Van Vorst Park,13
2654,Hilltop,Warren St,8
2655,Hilltop,Washington St,16
2656,Hilltop,Willow Ave & 12 St,13
2657,Hilltop,York St & Marin Blvd,1
2658,Hoboken Ave at Monmouth St,11 St & Washington St,26
2659,Hoboken Ave at Monmouth St,12 St & Sinatra Dr N,9
2660,Hoboken Ave at Monmouth St,14 St Ferry - 14 St & Shipyard Ln,25
2661,Hoboken Ave at Monmouth St,4 St & Grand St,13
2662,Hoboken Ave at Monmouth St,5 Corners Library,2
2663,Hoboken Ave at Monmouth St,6 St & Grand St,18
2664,Hoboken Ave at Monmouth St,7 St & Monroe St,29
2665,Hoboken Ave at Monmouth St,8 St & Washington St,28
2666,Hoboken Ave at Monmouth St,9 St HBLR - Jackson St & 8 St,10
2667,Hoboken Ave at Monmouth St,Adams St & 11 St,4
2668,Hoboken Ave at Monmouth St,Adams St & 2 St,8
2669,Hoboken Ave at Monmouth St,Astor Place,5
2670,Hoboken Ave at Monmouth St,Baldwin at Montgomery,4
2671,Hoboken Ave at Monmouth St,Bergen Ave,2
2672,Hoboken Ave at Monmouth St,Bergen Ave & Sip Ave,3
2673,Hoboken Ave at Monmouth St,Bergen Ave & Stegman St,1
2674,Hoboken Ave at Monmouth St,Bloomfield St & 15 St,11
2675,Hoboken Ave at Monmouth St,Brunswick & 6th,11
2676,Hoboken Ave at Monmouth St,Brunswick St,20
2677,Hoboken Ave at Monmouth St,Central Park North & Adam Clayton Powell Blvd,2
2678,Hoboken Ave at Monmouth St,Christ Hospital,21
2679,Hoboken Ave at Monmouth St,Church Sq Park - 5 St & Park Ave,54
2680,Hoboken Ave at Monmouth St,City Hall,12
2681,Hoboken Ave at Monmouth St,City Hall - Washington St & 1 St,109
2682,Hoboken Ave at Monmouth St,Clinton St & 7 St,30
2683,Hoboken Ave at Monmouth St,Clinton St & Newark St,56
2684,Hoboken Ave at Monmouth St,Columbus Dr at Exchange Pl,9
2685,Hoboken Ave at Monmouth St,Columbus Drive,19
2686,Hoboken Ave at Monmouth St,Columbus Park - Clinton St & 9 St,24
2687,Hoboken Ave at Monmouth St,Dey St,2
2688,Hoboken Ave at Monmouth St,Dixon Mills,8
2689,Hoboken Ave at Monmouth St,Essex Light Rail,3
2690,Hoboken Ave at Monmouth St,Fairmount Ave,4
2691,Hoboken Ave at Monmouth St,Grand St,8
2692,Hoboken Ave at Monmouth St,Grand St & 14 St,14
2693,Hoboken Ave at Monmouth St,Grove St PATH,38
2694,Hoboken Ave at Monmouth St,Hamilton Park,60
2695,Hoboken Ave at Monmouth St,Harborside,20
2696,Hoboken Ave at Monmouth St,Heights Elevator,3
2697,Hoboken Ave at Monmouth St,Hilltop,12
2699,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,491
2700,Hoboken Ave at Monmouth St,Hoboken Terminal - River St & Hudson Pl,245
2701,Hoboken Ave at Monmouth St,Hudson St & 4 St,64
2702,Hoboken Ave at Monmouth St,JC Medical Center,10
2703,Hoboken Ave at Monmouth St,Jersey & 3rd,16
2704,Hoboken Ave at Monmouth St,Jersey & 6th St,7
2705,Hoboken Ave at Monmouth St,Journal Square,4
2706,Hoboken Ave at Monmouth St,Lafayette Park,4
2707,Hoboken Ave at Monmouth St,Leonard Gordon Park,2
2708,Hoboken Ave at Monmouth St,Liberty Light Rail,7
2709,Hoboken Ave at Monmouth St,Lincoln Park,1
2710,Hoboken Ave at Monmouth St,Madison St & 1 St,20
2711,Hoboken Ave at Monmouth St,Madison St & 10 St,31
2712,Hoboken Ave at Monmouth St,Mama Johnson Field - 4 St & Jackson St,15
2713,Hoboken Ave at Monmouth St,Manila & 1st,46
2714,Hoboken Ave at Monmouth St,Marin Light Rail,8
2715,Hoboken Ave at Monmouth St,Marshall St & 2 St,9
2716,Hoboken Ave at Monmouth St,McGinley Square,2
2717,Hoboken Ave at Monmouth St,Monmouth and 6th,8
2718,Hoboken Ave at Monmouth St,Montgomery St,3
2719,Hoboken Ave at Monmouth St,Morris Canal,2
2720,Hoboken Ave at Monmouth St,Newark Ave,45
2721,Hoboken Ave at Monmouth St,Newport PATH,67
2722,Hoboken Ave at Monmouth St,Newport Pkwy,63
2723,Hoboken Ave at Monmouth St,Oakland Ave,28
2724,Hoboken Ave at Monmouth St,Paulus Hook,7
2725,Hoboken Ave at Monmouth St,Pershing Field,10
2726,Hoboken Ave at Monmouth St,Riverview Park,16
2727,Hoboken Ave at Monmouth St,South Waterfront Walkway - Sinatra Dr & 1 St,61
2728,Hoboken Ave at Monmouth St,Southwest Park - Jackson St & Observer Hwy,33
2729,Hoboken Ave at Monmouth St,Stevens - River Ter & 6 St,20
2730,Hoboken Ave at Monmouth St,Van Vorst Park,14
2731,Hoboken Ave at Monmouth St,Warren St,15
2732,Hoboken Ave at Monmouth St,Washington St,33
2733,Hoboken Ave at Monmouth St,Willow Ave & 12 St,12
2734,Hoboken Ave at Monmouth St,York St & Marin Blvd,2
2735,Hoboken Terminal - Hudson St & Hudson Pl,11 St & Washington St,34
2736,Hoboken Terminal - Hudson St & Hudson Pl,12 St & Sinatra Dr N,39
2737,Hoboken Terminal - Hudson St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,43
2738,Hoboken Terminal - Hudson St & Hudson Pl,4 St & Grand St,101
2739,Hoboken Terminal - Hudson St & Hudson Pl,5 Corners Library,2
2740,Hoboken Terminal - Hudson St & Hudson Pl,6 St & Grand St,97
2741,Hoboken Terminal - Hudson St & Hudson Pl,7 St & Monroe St,99
2742,Hoboken Terminal - Hudson St & Hudson Pl,8 St & Washington St,72
2743,Hoboken Terminal - Hudson St & Hudson Pl,9 St HBLR - Jackson St & 8 St,82
2744,Hoboken Terminal - Hudson St & Hudson Pl,Adams St & 11 St,59
2745,Hoboken Terminal - Hudson St & Hudson Pl,Adams St & 2 St,85
2746,Hoboken Terminal - Hudson St & Hudson Pl,Baldwin at Montgomery,5
2747,Hoboken Terminal - Hudson St & Hudson Pl,Bergen Ave & Sip Ave,5
2748,Hoboken Terminal - Hudson St & Hudson Pl,Bloomfield St & 15 St,29
2749,Hoboken Terminal - Hudson St & Hudson Pl,Brunswick & 6th,9
2750,Hoboken Terminal - Hudson St & Hudson Pl,Brunswick St,8
2751,Hoboken Terminal - Hudson St & Hudson Pl,Central Park North & Adam Clayton Powell Blvd,1
2752,Hoboken Terminal - Hudson St & Hudson Pl,Christ Hospital,8
2753,Hoboken Terminal - Hudson St & Hudson Pl,Church Sq Park - 5 St & Park Ave,49
2754,Hoboken Terminal - Hudson St & Hudson Pl,City Hall,4
2755,Hoboken Terminal - Hudson St & Hudson Pl,City Hall - Washington St & 1 St,17
2756,Hoboken Terminal - Hudson St & Hudson Pl,Clinton St & 7 St,101
2757,Hoboken Terminal - Hudson St & Hudson Pl,Clinton St & Newark St,128
2758,Hoboken Terminal - Hudson St & Hudson Pl,Columbus Dr at Exchange Pl,9
2759,Hoboken Terminal - Hudson St & Hudson Pl,Columbus Drive,10
2760,Hoboken Terminal - Hudson St & Hudson Pl,Columbus Park - Clinton St & 9 St,65
2761,Hoboken Terminal - Hudson St & Hudson Pl,Communipaw & Berry Lane,1
2762,Hoboken Terminal - Hudson St & Hudson Pl,Dixon Mills,13
2763,Hoboken Terminal - Hudson St & Hudson Pl,Essex Light Rail,1
2764,Hoboken Terminal - Hudson St & Hudson Pl,Fairmount Ave,1
2765,Hoboken Terminal - Hudson St & Hudson Pl,Glenwood Ave,1
2766,Hoboken Terminal - Hudson St & Hudson Pl,Grand St,7
2767,Hoboken Terminal - Hudson St & Hudson Pl,Grand St & 14 St,41
2768,Hoboken Terminal - Hudson St & Hudson Pl,Grove St PATH,10
2769,Hoboken Terminal - Hudson St & Hudson Pl,Hamilton Park,28
2770,Hoboken Terminal - Hudson St & Hudson Pl,Harborside,12
2771,Hoboken Terminal - Hudson St & Hudson Pl,Heights Elevator,25
2772,Hoboken Terminal - Hudson St & Hudson Pl,Hilltop,5
2773,Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Ave at Monmouth St,627
2775,Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Terminal - River St & Hudson Pl,213
2776,Hoboken Terminal - Hudson St & Hudson Pl,Hudson St & 4 St,51
2777,Hoboken Terminal - Hudson St & Hudson Pl,JC Medical Center,2
2778,Hoboken Terminal - Hudson St & Hudson Pl,Jackson Square,1
2779,Hoboken Terminal - Hudson St & Hudson Pl,Jersey & 3rd,12
2780,Hoboken Terminal - Hudson St & Hudson Pl,Jersey & 6th St,4
2781,Hoboken Terminal - Hudson St & Hudson Pl,Journal Square,1
2782,Hoboken Terminal - Hudson St & Hudson Pl,Lafayette Park,3
2783,Hoboken Terminal - Hudson St & Hudson Pl,Leonard Gordon Park,1
2784,Hoboken Terminal - Hudson St & Hudson Pl,Liberty Light Rail,2
2785,Hoboken Terminal - Hudson St & Hudson Pl,Lincoln Park,1
2786,Hoboken Terminal - Hudson St & Hudson Pl,Madison St & 1 St,274
2787,Hoboken Terminal - Hudson St & Hudson Pl,Madison St & 10 St,54
2788,Hoboken Terminal - Hudson St & Hudson Pl,Mama Johnson Field - 4 St & Jackson St,76
2789,Hoboken Terminal - Hudson St & Hudson Pl,Manila & 1st,11
2790,Hoboken Terminal - Hudson St & Hudson Pl,Marin Light Rail,9
2791,Hoboken Terminal - Hudson St & Hudson Pl,Marshall St & 2 St,95
2792,Hoboken Terminal - Hudson St & Hudson Pl,McGinley Square,15
2793,Hoboken Terminal - Hudson St & Hudson Pl,Monmouth and 6th,6
2794,Hoboken Terminal - Hudson St & Hudson Pl,Montgomery St,1
2795,Hoboken Terminal - Hudson St & Hudson Pl,Morris Canal,1
2796,Hoboken Terminal - Hudson St & Hudson Pl,Newark Ave,10
2797,Hoboken Terminal - Hudson St & Hudson Pl,Newport PATH,17
2798,Hoboken Terminal - Hudson St & Hudson Pl,Newport Pkwy,39
2799,Hoboken Terminal - Hudson St & Hudson Pl,Oakland Ave,12
2800,Hoboken Terminal - Hudson St & Hudson Pl,Paulus Hook,2
2801,Hoboken Terminal - Hudson St & Hudson Pl,Pershing Field,35
2802,Hoboken Terminal - Hudson St & Hudson Pl,Riverview Park,58
2803,Hoboken Terminal - Hudson St & Hudson Pl,South Waterfront Walkway - Sinatra Dr & 1 St,25
2804,Hoboken Terminal - Hudson St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,242
2805,Hoboken Terminal - Hudson St & Hudson Pl,Stevens - River Ter & 6 St,14
2806,Hoboken Terminal - Hudson St & Hudson Pl,Van Vorst Park,3
2807,Hoboken Terminal - Hudson St & Hudson Pl,W 180 St & Ft Washington Ave,2
2808,Hoboken Terminal - Hudson St & Hudson Pl,Warren St,34
2809,Hoboken Terminal - Hudson St & Hudson Pl,Washington St,21
2810,Hoboken Terminal - Hudson St & Hudson Pl,Willow Ave & 12 St,32
2811,Hoboken Terminal - River St & Hudson Pl,10 Ave & W 14 St,1
2812,Hoboken Terminal - River St & Hudson Pl,11 St & Washington St,168
2813,Hoboken Terminal - River St & Hudson Pl,12 St & Sinatra Dr N,262
2814,Hoboken Terminal - River St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,280
2815,Hoboken Terminal - River St & Hudson Pl,4 St & Grand St,168
2816,Hoboken Terminal - River St & Hudson Pl,6 St & Grand St,141
2817,Hoboken Terminal - River St & Hudson Pl,7 St & Monroe St,165
2818,Hoboken Terminal - River St & Hudson Pl,8 St & Washington St,269
2819,Hoboken Terminal - River St & Hudson Pl,9 St HBLR - Jackson St & 8 St,164
2820,Hoboken Terminal - River St & Hudson Pl,Adams St & 11 St,88
2821,Hoboken Terminal - River St & Hudson Pl,Adams St & 2 St,110
2822,Hoboken Terminal - River St & Hudson Pl,Baldwin at Montgomery,4
2823,Hoboken Terminal - River St & Hudson Pl,Bergen Ave,1
2824,Hoboken Terminal - River St & Hudson Pl,Bergen Ave & Sip Ave,2
2825,Hoboken Terminal - River St & Hudson Pl,Bloomfield St & 15 St,112
2826,Hoboken Terminal - River St & Hudson Pl,Brunswick & 6th,11
2827,Hoboken Terminal - River St & Hudson Pl,Brunswick St,8
2828,Hoboken Terminal - River St & Hudson Pl,Christ Hospital,8
2829,Hoboken Terminal - River St & Hudson Pl,Church Sq Park - 5 St & Park Ave,145
2830,Hoboken Terminal - River St & Hudson Pl,City Hall,7
2831,Hoboken Terminal - River St & Hudson Pl,City Hall - Washington St & 1 St,36
2832,Hoboken Terminal - River St & Hudson Pl,Clinton St & 7 St,150
2833,Hoboken Terminal - River St & Hudson Pl,Clinton St & Newark St,108
2834,Hoboken Terminal - River St & Hudson Pl,Columbus Dr at Exchange Pl,5
2835,Hoboken Terminal - River St & Hudson Pl,Columbus Drive,15
2836,Hoboken Terminal - River St & Hudson Pl,Columbus Park - Clinton St & 9 St,209
2837,Hoboken Terminal - River St & Hudson Pl,Communipaw & Berry Lane,4
2838,Hoboken Terminal - River St & Hudson Pl,Dey St,1
2839,Hoboken Terminal - River St & Hudson Pl,Dixon Mills,2
2840,Hoboken Terminal - River St & Hudson Pl,Essex Light Rail,3
2841,Hoboken Terminal - River St & Hudson Pl,Grand St,9
2842,Hoboken Terminal - River St & Hudson Pl,Grand St & 14 St,91
2843,Hoboken Terminal - River St & Hudson Pl,Grove St PATH,22
2844,Hoboken Terminal - River St & Hudson Pl,Hamilton Park,32
2845,Hoboken Terminal - River St & Hudson Pl,Harborside,20
2846,Hoboken Terminal - River St & Hudson Pl,Heights Elevator,23
2847,Hoboken Terminal - River St & Hudson Pl,Hilltop,3
2848,Hoboken Terminal - River St & Hudson Pl,Hoboken Ave at Monmouth St,126
2849,Hoboken Terminal - River St & Hudson Pl,Hoboken Terminal - Hudson St & Hudson Pl,53
2851,Hoboken Terminal - River St & Hudson Pl,Hudson St & 4 St,194
2852,Hoboken Terminal - River St & Hudson Pl,JC Medical Center,2
2853,Hoboken Terminal - River St & Hudson Pl,Jersey & 3rd,4
2854,Hoboken Terminal - River St & Hudson Pl,Jersey & 6th St,14
2855,Hoboken Terminal - River St & Hudson Pl,Lafayette Park,1
2856,Hoboken Terminal - River St & Hudson Pl,Leonard Gordon Park,1
2857,Hoboken Terminal - River St & Hudson Pl,Lincoln Park,3
2858,Hoboken Terminal - River St & Hudson Pl,Madison St & 1 St,164
2859,Hoboken Terminal - River St & Hudson Pl,Madison St & 10 St,57
2860,Hoboken Terminal - River St & Hudson Pl,Maiden Ln & Pearl St,1
2861,Hoboken Terminal - River St & Hudson Pl,Mama Johnson Field - 4 St & Jackson St,101
2862,Hoboken Terminal - River St & Hudson Pl,Manila & 1st,14
2863,Hoboken Terminal - River St & Hudson Pl,Marin Light Rail,31
2864,Hoboken Terminal - River St & Hudson Pl,Marshall St & 2 St,115
2865,Hoboken Terminal - River St & Hudson Pl,McGinley Square,2
2866,Hoboken Terminal - River St & Hudson Pl,Monmouth and 6th,10
2867,Hoboken Terminal - River St & Hudson Pl,Montgomery St,2
2868,Hoboken Terminal - River St & Hudson Pl,Morris Canal,7
2869,Hoboken Terminal - River St & Hudson Pl,Newark Ave,6
2870,Hoboken Terminal - River St & Hudson Pl,Newport PATH,23
2871,Hoboken Terminal - River St & Hudson Pl,Newport Pkwy,79
2872,Hoboken Terminal - River St & Hudson Pl,Oakland Ave,9
2873,Hoboken Terminal - River St & Hudson Pl,Paulus Hook,3
2874,Hoboken Terminal - River St & Hudson Pl,Pershing Field,22
2875,Hoboken Terminal - River St & Hudson Pl,Riverview Park,50
2876,Hoboken Terminal - River St & Hudson Pl,South Waterfront Walkway - Sinatra Dr & 1 St,79
2877,Hoboken Terminal - River St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,86
2878,Hoboken Terminal - River St & Hudson Pl,Stevens - River Ter & 6 St,149
2879,Hoboken Terminal - River St & Hudson Pl,Union St,4
2880,Hoboken Terminal - River St & Hudson Pl,Van Vorst Park,6
2881,Hoboken Terminal - River St & Hudson Pl,Warren St,36
2882,Hoboken Terminal - River St & Hudson Pl,Washington St,34
2883,Hoboken Terminal - River St & Hudson Pl,Water St & Gouverneur Ln,1
2884,Hoboken Terminal - River St & Hudson Pl,Willow Ave & 12 St,115
2885,Hoboken Terminal - River St & Hudson Pl,York St & Marin Blvd,1
2886,Hudson St & 4 St,11 St & Washington St,89
2887,Hudson St & 4 St,12 St & Sinatra Dr N,127
2888,Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,178
2889,Hudson St & 4 St,4 St & Grand St,43
2890,Hudson St & 4 St,5 Corners Library,3
2891,Hudson St & 4 St,6 St & Grand St,26
2892,Hudson St & 4 St,7 St & Monroe St,47
2893,Hudson St & 4 St,8 St & Washington St,68
2894,Hudson St & 4 St,9 St HBLR - Jackson St & 8 St,63
2895,Hudson St & 4 St,Adams St & 11 St,39
2896,Hudson St & 4 St,Adams St & 2 St,17
2897,Hudson St & 4 St,Astor Place,1
2898,Hudson St & 4 St,Bergen Ave,1
2899,Hudson St & 4 St,Bloomfield St & 15 St,53
2900,Hudson St & 4 St,Brunswick & 6th,3
2901,Hudson St & 4 St,Brunswick St,3
2902,Hudson St & 4 St,Central Park North & Adam Clayton Powell Blvd,1
2903,Hudson St & 4 St,Christ Hospital,14
2904,Hudson St & 4 St,Church Sq Park - 5 St & Park Ave,25
2905,Hudson St & 4 St,City Hall,3
2906,Hudson St & 4 St,City Hall - Washington St & 1 St,22
2907,Hudson St & 4 St,Clinton St & 7 St,66
2908,Hudson St & 4 St,Clinton St & Newark St,23
2909,Hudson St & 4 St,Columbus Dr at Exchange Pl,8
2910,Hudson St & 4 St,Columbus Drive,3
2911,Hudson St & 4 St,Columbus Park - Clinton St & 9 St,86
2912,Hudson St & 4 St,Communipaw & Berry Lane,1
2913,Hudson St & 4 St,Dey St,1
2914,Hudson St & 4 St,Essex Light Rail,4
2915,Hudson St & 4 St,Fairmount Ave,1
2916,Hudson St & 4 St,Grand St,5
2917,Hudson St & 4 St,Grand St & 14 St,74
2918,Hudson St & 4 St,Grove St PATH,8
2919,Hudson St & 4 St,Hamilton Park,15
2920,Hudson St & 4 St,Harborside,14
2921,Hudson St & 4 St,Heights Elevator,11
2922,Hudson St & 4 St,Hilltop,2
2923,Hudson St & 4 St,Hoboken Ave at Monmouth St,40
2924,Hudson St & 4 St,Hoboken Terminal - Hudson St & Hudson Pl,80
2925,Hudson St & 4 St,Hoboken Terminal - River St & Hudson Pl,200
2927,Hudson St & 4 St,JC Medical Center,2
2928,Hudson St & 4 St,Jersey & 3rd,8
2929,Hudson St & 4 St,Jersey & 6th St,4
2930,Hudson St & 4 St,Journal Square,2
2931,Hudson St & 4 St,Lafayette Park,1
2932,Hudson St & 4 St,Leonard Gordon Park,2
2933,Hudson St & 4 St,Liberty Light Rail,1
2934,Hudson St & 4 St,Madison St & 1 St,36
2935,Hudson St & 4 St,Madison St & 10 St,27
2936,Hudson St & 4 St,Mama Johnson Field - 4 St & Jackson St,32
2937,Hudson St & 4 St,Manila & 1st,12
2938,Hudson St & 4 St,Marin Light Rail,7
2939,Hudson St & 4 St,Marshall St & 2 St,22
2940,Hudson St & 4 St,McGinley Square,2
2941,Hudson St & 4 St,Monmouth and 6th,8
2942,Hudson St & 4 St,Montgomery St,1
2943,Hudson St & 4 St,Morris Canal,5
2944,Hudson St & 4 St,Newark Ave,4
2945,Hudson St & 4 St,Newport PATH,29
2946,Hudson St & 4 St,Newport Pkwy,45
2947,Hudson St & 4 St,Oakland Ave,3
2948,Hudson St & 4 St,Paulus Hook,2
2949,Hudson St & 4 St,Pershing Field,4
2950,Hudson St & 4 St,Riverview Park,8
2951,Hudson St & 4 St,South Waterfront Walkway - Sinatra Dr & 1 St,77
2952,Hudson St & 4 St,Southwest Park - Jackson St & Observer Hwy,25
2953,Hudson St & 4 St,Stevens - River Ter & 6 St,21
2954,Hudson St & 4 St,Union St,2
2955,Hudson St & 4 St,Van Vorst Park,7
2956,Hudson St & 4 St,Warren St,16
2957,Hudson St & 4 St,Washington St,18
2958,Hudson St & 4 St,Willow Ave & 12 St,65
2959,JC Medical Center,11 St & Washington St,3
2960,JC Medical Center,12 St & Sinatra Dr N,2
